Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Fire-10-77 (Residential High Rise Fire),481 8th Avenue,Manhattan,09/09/2016 04:46:09 PM,09/09/2016 05:15:47 PM,,
Fire-2nd Alarm,2205 Davidson Avenue,Bronx,09/09/2016 05:39:25 PM,09/09/2016 11:00:05 PM,,
Utility-Network Condition,,Manhattan,02/06/2014 11:54:15 AM,02/12/2014 12:18:09 PM,,
Transportation-Train Ground Level,Arthur Kill Road at Bentley Street &  Bentley Street,Staten Island,05/29/2014 06:57:58 AM,05/29/2014 08:25:24 AM,40.511360739036924,-74.2520669496912
Transportation-Commuter Bus,625 8th Avenue,Manhattan,01/20/2015 06:33:20 PM,01/20/2015 07:16:14 PM,40.75619207263062,-73.99056478174674
Fire-1st Alarm,650 West 168 St,Manhattan,01/20/2015 06:48:19 PM,01/20/2015 08:10:17 PM,40.84163449542147,-73.94108967243997
Law Enforcement-Suspicious Package,44 Street & 9 Avenue,Manhattan,06/17/2015 02:09:29 PM,06/17/2015 03:08:11 PM,40.75973013450904,-73.99168328325673
Law Enforcement-Suspicious Package,885 2 Avenue,Manhattan,06/17/2015 04:42:44 PM,06/17/2015 05:04:54 PM,40.75319397132063,-73.96975740741871
Utility-Steam Main,Wall Street & Water Street,Manhattan,06/17/2015 07:13:33 PM,06/17/2015 08:04:46 PM,40.70518369395744,-74.00739380153583
Utility-Gas Main Rupture,thompson street & Front Street,Staten Island,06/18/2015 08:20:30 AM,06/18/2015 09:47:10 AM,40.626113278138554,-74.07397651432953
Structural-Sidewalk Collapse,956 Boradway,Brooklyn,10/07/2016 01:52:11 AM,10/07/2016 03:18:47 AM,40.7270416045448,-73.93713702313604
Utility-Manhole,Queens Boulevard and 71 Avenue,Queens,10/10/2016 04:18:43 AM,10/10/2016 04:00:48 PM,40.68748263525992,-73.83036364667072
Utility-Other,350 Henry Street,Brooklyn,10/12/2016 10:01:09 AM,10/12/2016 12:13:55 PM,,
Structural-Other,,Brooklyn,10/23/2016 01:14:20 PM,10/23/2016 03:53:41 PM,,
Structural-Stability Problem,1067 Herkimer Street,Brooklyn,01/17/2014 09:56:31 AM,01/17/2014 02:09:21 PM,40.6779183447292,-73.917969555395
Fire-10-77 (Residential High Rise),333 Lafayette Ave,Brooklyn,02/24/2014 02:15:07 PM,02/24/2014 02:56:13 PM,40.688503637859135,-73.96336476394856
Law Enforcement-Suspicious Package,,Brooklyn,06/22/2014 12:44:06 PM,06/22/2014 01:20:01 PM,,
Law Enforcement-Suspicious Package,65 West 54 Street,Manhattan,06/23/2014 12:41:45 PM,06/23/2014 02:06:09 PM,40.76187184888168,-73.97733044223443
Law Enforcement-Other,2950 West 25th Street,Brooklyn,02/05/2015 08:30:55 AM,02/05/2015 09:18:48 AM,40.574411092071365,-73.99194033664521
Fire-Haz Mat,111-02 86 Avenue,Queens,02/05/2015 10:22:35 AM,02/05/2015 01:23:24 PM,40.6987238827671,-73.83790020520156
Utility-Gas High Pressure,169 street,queens,02/05/2015 07:20:19 AM,02/05/2015 02:30:57 PM,40.77974889770221,-73.79473107482399
Utility-Gas Main Rupture,27-06 Seagirt Ave,Queens,02/06/2015 01:48:41 PM,02/06/2015 03:10:46 PM,40.595032781215394,-73.76026679174066
Utility-Power Outage,,Staten Island,03/29/2014 11:35:27 AM,03/29/2014 12:15:21 PM,,
Fire-Haz Mat,440 East 53 St,Manhattan,07/18/2014 03:05:34 PM,07/18/2014 04:30:46 PM,40.755338649527786,-73.96381528169648
Utility-Other,20 Paladino Avenue,Manhattan,02/16/2015 05:57:09 AM,02/18/2015 02:03:27 AM,40.800364930916686,-73.9312115560449
Structural-Life Safety Violations,,Brooklyn,02/18/2015 12:20:58 AM,02/18/2015 03:28:59 AM,,
Structural-Construction Accident,80 Columbus Circle,Manhattan,07/14/2015 05:36:02 PM,07/14/2015 07:05:34 PM,40.768399683960546,-73.98209723639437
Utility-Sewer Service,South Street & Clinton Street,Manhattan,07/15/2015 03:50:45 PM,07/15/2015 08:50:42 PM,40.71046407908229,-73.98662156956699
Structural-Stability Problem,160 South Street,Manhattan,07/16/2015 02:51:08 PM,07/17/2015 10:37:51 AM,40.70784635219335,-74.00027412261548
Law Enforcement-Device,1501 Broadway,Manhattan,07/17/2015 05:54:02 PM,07/17/2015 06:55:50 PM,40.7571028870217,-73.98619349526301
Weather-Flooding,,Brooklyn,01/24/2016 11:45:34 AM,01/24/2016 08:27:39 PM,,
Utility-Power Outage,,Bronx,04/06/2014 10:19:33 AM,04/06/2014 12:03:29 PM,,
LawEnforcement-Suspicious Package,,Brooklyn,05/14/2014 12:01:00 PM,05/14/2014 01:08:29 PM,,
Fire-Haz Mat,82 Broadway,New York,09/16/2014 04:20:06 PM,09/16/2014 05:39:16 PM,40.70749166301087,-74.01189902236096
Administration-Planned Event,,Brooklyn,09/15/2014 01:41:28 PM,09/17/2014 06:10:48 AM,,
Utility-Power Outage,,Brooklyn,03/14/2015 08:39:20 AM,03/14/2015 11:08:07 AM,40.5953616555626,-74.16184418810442
Utility-Water Main,Furman Street & Old Fulton Street,Brooklyn,03/03/2015 03:21:30 AM,03/15/2015 10:58:31 AM,40.702993487449405,-73.99470909732278
Structural-Other,1202 Ocean Parkway,Brooklyn,03/15/2015 02:25:14 PM,03/15/2015 03:04:52 PM,40.6190377493422,-73.96950841233762
Fire-1st Alarm,98-11 44 Avenue,Queens,03/16/2015 12:20:53 AM,03/16/2015 01:26:52 AM,40.74570839017466,-73.86532925107618
Utility-Water Service Line,36 W 93 St,Manhattan,08/24/2015 07:41:45 PM,08/24/2015 09:39:37 PM,40.79020059623905,-73.96722710561872
Structural-Sidewalk Shed,02 West 129 Street,Manhattan,08/25/2015 07:26:24 PM,08/25/2015 08:53:14 PM,40.80899403317235,-73.9405116864027
Structural-Collapse,950 Morris Ave,Bronx,04/07/2014 04:00:05 PM,04/07/2014 06:57:57 PM,40.827723381677636,-73.91725732151087
Law Enforcement-Suspicious Package,Chambers Street & Centre Street,Brooklyn,05/25/2014 09:47:51 PM,05/25/2014 10:19:32 PM,,
Fire-3rd Alarm,109 West 112 Street,Manhattan,09/26/2014 05:39:47 PM,09/30/2014 01:20:11 PM,40.799692054146924,-73.95207070748377
Structural-Other,5502 Avenue L,Brooklyn,09/24/2014 01:32:42 PM,09/30/2014 01:37:18 PM,40.62386016430521,-73.92240563199958
Marine-Freight Wet Goods,392 Front St,Staten Island,03/17/2015 09:09:00 PM,03/19/2015 05:12:22 PM,40.58537266195816,-74.03142173412774
Fire-10-77 (Residential High Rise Fire),900 Baychester ave,Bronx,03/19/2015 09:10:08 AM,03/20/2015 12:18:00 AM,40.876903416420916,-73.83370511443262
Transportation-Other,,Staten Island,03/20/2015 05:56:59 AM,03/20/2015 09:51:14 AM,40.59081842205912,-74.19483833702291
Fire-4th Alarm,91-21 90 St,Queens,03/18/2015 08:26:56 PM,03/20/2015 10:57:59 AM,40.68844844984549,-73.85294708481601
Fire-3rd Alarm,2840 Briggs Avenue,Bronx,06/16/2014 04:52:12 AM,06/16/2014 08:12:49 AM,,
Structural-Construction Accident,105 Hamilton Avenue,Staten Island,07/30/2014 10:01:06 AM,07/30/2014 11:12:34 AM,40.64473452239343,-74.08122210964471
HazMat-Solid,135-20 243 Street,Queens,11/19/2014 02:16:45 PM,11/19/2014 03:30:16 PM,40.67099936229431,-73.73234056012917
Fire-1st Alarm,171 West 140 Street,Manhattan,11/19/2014 07:10:55 PM,11/19/2014 08:01:58 PM,40.81812573446717,-73.94053603917828
HazMat-Other,411 Pearl Street,Manhattan,05/01/2015 10:27:25 AM,05/16/2015 08:06:57 AM,40.71144198875936,-74.00085126877615
Structural-Partial Collapse,275 W 146 Street,Manhattan,05/10/2015 05:59:23 PM,05/16/2015 08:14:31 AM,40.714430432219785,-74.00609860896282
Fire-3rd Alarm,Dekalb Avenue & Throop Avenue,Brooklyn,05/16/2015 04:13:32 AM,05/16/2015 12:55:17 PM,,
Utility-Water Main,70-87 Park Dr East,Queens,05/16/2015 04:29:41 PM,05/16/2015 08:57:17 PM,40.72590733540479,-73.82979577061157
Fire-2nd Alarm,4 E 28th Street,Manhattan,07/29/2014 11:31:23 AM,07/29/2014 01:15:16 PM,,
Utility-Water Main,East 220th Street & White Plains Road,Bronx,09/14/2014 04:58:50 PM,09/14/2014 05:33:01 PM,40.88428052343826,-73.86241577263206
Fire-3rd Alarm,400 East Tremont,Bronx,12/15/2014 12:59:03 AM,12/16/2014 10:02:26 AM,40.84762604694113,-73.90082292641058
Utility-Other,115 West 27 Street,Manhattan,12/07/2014 01:09:35 PM,12/16/2014 04:39:18 PM,40.74578134072011,-73.99180051033042
Structural-Confined Space,,Brooklyn,06/12/2015 07:46:07 AM,06/12/2015 07:46:07 AM,,
Utility-Power Outage,Vermont Avenue  & Hyland Blvd,Staten Island,06/12/2015 07:36:57 AM,06/12/2015 10:28:17 AM,40.614,74.0718
Fire-5th Alarm,98-02 218 Street,Queens,05/31/2015 07:13:22 PM,06/12/2015 11:39:41 AM,40.71631418034788,-73.7376417579092
Law Enforcement-Suspicious Package,615 71 Street,Brooklyn,06/12/2015 11:47:33 AM,06/12/2015 02:40:43 PM,40.63079621892515,-74.01864403613091
Law Enforcement-Suspicious Package,4 Irving Place,Manhattan,11/16/2015 09:13:12 AM,11/16/2015 10:08:05 AM,40.734162537503934,-73.98862663515501
Utility-Gas Main Rupture,,New York,08/13/2014 01:54:10 PM,08/13/2014 04:20:03 PM,,
Law Enforcement-Suspicious Package,,Queens,08/13/2014 04:30:14 PM,08/13/2014 07:25:11 PM,40.6444,-73.7827
Utility-Gas Main Rupture,7600 Shore Front Parkway,Queens,10/09/2014 09:01:10 AM,10/09/2014 02:18:53 PM,40.58655105235666,-73.80350487836684
Fire-2nd Alarm,,Brooklyn,10/10/2014 02:01:18 AM,10/10/2014 09:11:40 PM,,
Fire-High Rise,228 W 47 Street,Manhattan,01/05/2015 10:06:23 AM,01/06/2015 12:02:00 AM,40.7597268253904,-73.98588612806314
Fire-2nd Alarm,104-11 37 Avenue,Queens,01/04/2015 05:58:12 AM,01/06/2015 02:42:05 AM,40.75353420902273,-73.86345100286442
Law Enforcement-Suspicious Package,East 34 Street and 3rd Avenue,Manhattan,01/07/2015 09:03:03 AM,01/07/2015 10:07:10 AM,,
Utility-Water Main,445 West 35th Street,Manhattan,06/22/2015 11:08:39 AM,06/23/2015 07:52:12 AM,40.75492711161724,-73.9978668293475
Structural-Stability Problem,342 Broadway,Brooklyn,06/19/2015 03:11:07 PM,06/23/2015 10:46:25 AM,40.70778034166595,-73.95610074751576
Fire-1st Alarm,147-54 Ash Avenue,Queens,06/23/2015 07:46:19 PM,06/23/2015 10:21:58 PM,40.758972141049114,-73.81645663657139
Utility-Power Outage,,Brooklyn,06/23/2015 07:25:12 PM,06/23/2015 10:52:41 PM,,
Utility-Gas Service Line,Bruckner  & East 156,Bronx,06/24/2015 03:01:55 PM,06/24/2015 04:41:47 PM,40.814476560382765,-73.89673737447873
Law Enforcement-Haz Mat,99 10 Avenue,Manhattan,08/21/2014 09:51:04 AM,08/27/2014 05:43:10 PM,40.74359658944848,-74.0071562741278
Fire-1st Alarm,4251 Boston Rd,Bronx,08/27/2014 06:00:02 PM,08/28/2014 12:19:36 AM,40.88886117813181,-73.8220800460113
Fire-1st Alarm,,Brooklyn,08/28/2014 10:58:06 PM,08/29/2014 01:15:23 AM,,
LawEnforcement-Suspicious Package,Grand Concourse,Bronx,10/18/2014 11:15:16 AM,10/18/2014 06:55:30 PM,40.825413879558155,-73.92347498460137
HazMat-Solid,67-25 Clyde Street,Queens,10/18/2014 05:35:02 PM,10/18/2014 09:56:47 PM,40.722166352098355,-73.85604381645979
Utility-Other,1135 Grassmere Ter,Queens,10/18/2014 11:48:20 AM,10/18/2014 10:38:54 PM,40.60466540730541,-73.75686857412204
Rescue-Confined Space,75 West end ave,manhattan,01/09/2015 11:54:57 AM,01/09/2015 04:08:49 PM,40.77421941908481,-73.9892371845004
Utility-Steam Service Line,255 Mill Road,Staten Island,01/09/2015 08:42:43 PM,01/10/2015 12:58:41 AM,40.5629528869056,-74.11119279051645
Fire-2nd Alarm,3971 Gouverneur Avenue,Bronx,01/09/2015 05:25:19 PM,01/10/2015 10:47:44 AM,40.883537855674874,-73.89185128507039
Fire-10-77 (Residential High Rise Fire),272 Wyckoff Street,Brooklyn,01/10/2015 12:46:52 PM,01/10/2015 02:01:29 PM,40.683419562474114,-73.98408147324781
Structural-Crane,165 Front Street,Brooklyn,01/10/2015 02:55:31 PM,01/10/2015 06:01:30 PM,40.70241914872291,-73.98639236272224
Utility-Other,West 17th Street  & Neptune Avenue,Brooklyn,01/09/2015 04:00:49 AM,01/10/2015 09:04:04 PM,40.578936603833824,-73.985211549546
Fire-2nd Alarm,1428 FRANKLIN AVE,Bronx,11/26/2015 07:35:00 AM,11/26/2015 09:53:59 AM,40.83485396525211,-73.8997289261058
Utility-Water Main,421 8th Avenue,Manhattan,05/12/2016 10:56:31 PM,05/13/2016 01:05:27 AM,40.75102396211029,-73.99432631507614
HazMat-High Carbon Monoxide,61-35 Junction Boulevard,Queens,05/19/2016 11:28:21 PM,08/22/2016 05:22:11 PM,40.733435229771125,-73.8641705445853
HazMat-High Carbon Monoxide,763 East Gun Hill Road,Bronx,07/01/2015 06:03:02 PM,08/22/2016 05:52:27 PM,40.87645943967357,-73.86350230072652
Fire-Haz Mat,,Brooklyn,01/03/2016 02:37:35 PM,01/03/2016 03:22:45 PM,,
Utility-Water Main,3411 Irwin Avenue,Bronx,06/08/2016 06:34:07 AM,06/08/2016 09:21:23 PM,40.88414036712507,-73.90601591371053
Administration-Planned Event,810 River Avenue,Bronx,09/16/2016 06:19:44 PM,09/22/2016 09:26:34 AM,40.826091317581614,-73.92692489492474
Law Enforcement-Suspicious Package,,Brooklyn,09/23/2016 08:20:47 PM,09/23/2016 08:40:15 PM,,
Utility-Other,560 Broadway,Manhattan,10/07/2016 01:27:50 PM,10/07/2016 02:26:53 PM,,
Transportation-Train Subway,,Brooklyn,10/07/2016 08:00:35 PM,10/07/2016 09:19:14 PM,,
Utility-Other,234 East 9th Street,Manhattan,10/08/2016 10:39:45 AM,10/08/2016 11:26:19 AM,,
Fire-2nd Alarm,162-05 89 Avenue,Queens,10/03/2016 04:06:41 PM,10/09/2016 11:09:45 AM,,
Fire-1st Alarm,25 Junius Street,Brooklyn,10/10/2016 07:41:05 AM,10/10/2016 09:07:32 AM,,
Law Enforcement-Suspicious Package,,Brooklyn,10/10/2016 08:47:05 AM,10/10/2016 09:19:54 AM,,
Structural-Collapse,505 Soundview Ave,Bronx,10/12/2016 03:33:22 PM,10/12/2016 03:36:05 PM,,
Utility-Water Main,West 29 Street & 9 Avenue,Manhattan,10/12/2016 10:13:05 AM,10/13/2016 07:11:06 AM,,
Law Enforcement-Suspicious Package,,Brooklyn,10/20/2016 02:54:36 AM,10/20/2016 03:55:21 AM,,
Fire-1st Alarm,325 East 104 Street,Manhattan,10/22/2016 11:44:13 AM,10/23/2016 02:00:44 AM,,
Utility-Water Main,,Brooklyn,11/14/2016 09:31:14 PM,11/15/2016 06:45:18 AM,,
Law Enforcement-Other,,Queens,08/29/2015 03:16:33 PM,08/29/2015 03:32:47 PM,,
Rescue-Technical,34 West 17 Street,Manhattan,01/27/2016 08:37:01 AM,01/27/2016 12:13:43 PM,40.73842825988192,-73.99346494848733
Structural-Partial Collapse,101 Barclay Street,Manhattan,07/18/2016 09:02:32 AM,07/18/2016 01:51:00 PM,40.713766187494876,-74.01192539286502
Law Enforcement-Suspicious Package,,Queens,07/20/2016 05:12:28 AM,07/20/2016 06:36:09 AM,,
Structural-Stability Problem,35 Perry Street,nyc,08/29/2016 05:55:57 PM,08/29/2016 08:25:59 PM,40.735645235757694,-74.00264133512059
Utility-Water Main,Amsterdam Avenue & West 89th Street,New York,08/29/2016 09:22:52 PM,,40.78961486163136,-73.9736085726657
Utility-Other,,Brooklyn,02/17/2015 12:36:47 AM,02/17/2015 04:06:56 AM,,
Rescue-Confined Space,1705 Dean Street,Brooklyn,05/01/2015 09:09:38 AM,05/01/2015 10:31:13 AM,40.67588233947662,-73.93150218443591
Fire-Manhole,51 Madison Avenue,manhattan,11/09/2015 08:07:27 AM,11/09/2015 07:35:18 PM,40.74302235624281,-73.98640211367498
Structural-Collapse,99 Quincy Street,Brooklyn,10/12/2015 01:56:16 PM,11/10/2015 10:07:34 AM,40.686182281662774,-73.95747792295786
Fire-1st Alarm,5 Ludlow Street,manhattan,03/15/2016 12:48:31 AM,,40.71489729722837,-73.99102874914536
Fire-1st Alarm,40 Irving Place,New York,02/25/2016 11:20:13 PM,03/15/2016 10:40:59 AM,40.735493643397966,-73.98765936394898
Law Enforcement-Other,2351 1st Avenue,Manhattan,03/15/2016 09:45:20 AM,03/15/2016 10:41:42 AM,40.798884016062864,-73.93331877176425
Structural-Street Collapse,421 79th Street,Brooklyn,03/12/2016 07:14:08 PM,03/15/2016 11:47:54 AM,40.627514868663795,-74.02554917956854
Law Enforcement-Suspicious Package,,Manhattan,02/04/2015 02:50:07 PM,02/04/2015 05:12:14 PM,40.79884395691024,-73.97368008748232
Structural-Collapse,1680 Jerome Ave,Bronx,02/04/2015 07:58:38 PM,02/04/2015 10:11:02 PM,40.846318660377555,-73.91332703954058
Transportation-Car,,Brooklyn,02/05/2015 06:46:15 PM,02/05/2015 07:41:34 PM,,
Fire-7th Alarm,5 North 11 Street,Brooklyn,01/31/2015 06:41:21 AM,,40.72353701439363,-73.96094276004128
Fire-Manhole,,Brooklyn,03/02/2015 04:36:15 PM,03/02/2015 06:53:00 PM,40.73561980569719,-73.9586202233192
Utility-Other,2738 86th street,Brooklyn,03/03/2015 10:43:00 AM,03/03/2015 02:28:43 PM,40.59398018879784,-73.98070010893733
Structural-Construction Accident,530 Zerega Avenue,Bronx,05/19/2015 06:33:10 PM,05/20/2015 08:08:37 AM,40.818799605937954,-73.84274164751473
Structural-Sidewalk Collapse,600 W 58 Street,Manhattan,05/20/2015 08:35:47 AM,05/20/2015 12:30:04 PM,40.77115646720121,-73.99132804636686
Law Enforcement-Suspicious Package,109 Rhine Avenue,Staten Island,05/20/2015 11:18:56 AM,05/20/2015 12:49:58 PM,40.61086752350814,-74.0873793242427
Law Enforcement-Other,1200 Manor Rd,Staten Island,05/20/2015 12:33:58 PM,05/20/2015 01:40:39 PM,40.5972993352641,-74.12391798181893
Law Enforcement-Suspicious Package,671 Court Street,Brooklyn,05/21/2015 10:30:59 AM,05/21/2015 10:50:14 AM,40.66884039628248,-74.0024079844877
HazMat-Other,158-40 76 Road,Queens,02/12/2015 11:01:07 AM,02/13/2015 12:30:58 PM,40.72445768557021,-73.81021642584221
Utility-Power Outage,1053 41 Street,Brooklyn,03/04/2015 06:28:59 PM,03/05/2015 08:34:26 AM,40.642833404907904,-73.99294822017883
Rescue-High Angle,Scott Avenue  & Thomas Street,Brooklyn,05/22/2015 01:22:15 AM,05/22/2015 03:20:05 AM,40.72663227819996,-73.93017643377185
Fire-2nd Alarm,783 Southern Blvd,Bronx,05/22/2015 03:01:59 AM,05/22/2015 08:15:16 AM,40.81579203611382,-73.89676991936832
Fire-3rd Alarm,,Brooklyn,11/25/2015 01:53:01 AM,11/25/2015 04:34:23 AM,,
Fire-2nd Alarm,31-14 35th Street,Queens,11/25/2015 11:32:17 AM,11/25/2015 01:42:33 PM,40.76224207912493,-73.92077161117618
Structural-Construction Accident,237 Duffield Street,Brooklyn,11/25/2015 02:39:10 PM,11/25/2015 03:15:43 PM,40.69107751423507,-73.98438254640983
Fire-2nd Alarm,260 45 Street,Brooklyn,11/25/2015 04:38:22 PM,11/25/2015 07:04:58 PM,40.6511276498813,-74.01276109183287
Fire-3rd Alarm,2341 91st Street,Queens,03/29/2016 02:22:36 AM,03/29/2016 06:01:30 AM,40.76690741787238,-73.87889638262627
HazMat-Fuel,,Brooklyn,03/13/2015 11:17:56 PM,03/14/2015 05:20:19 AM,,
Fire-2nd Alarm,1267 Thieriot Ave,Bronx,05/31/2015 06:50:17 AM,05/31/2015 12:41:40 PM,40.83163666160374,-73.86443074528188
Fire-Other,10302 Springfield Boulevard,Queens,12/01/2015 12:41:21 AM,12/01/2015 07:29:51 AM,40.713060430789675,-73.7359195138467
HazMat-High Carbon Monoxide,222-22 Jamaica Avenue,Queens,12/01/2015 09:30:15 AM,12/01/2015 05:22:04 PM,40.7206926370845,-73.7319209247928
Utility-Water Main,West End Avenue & West 96 Street,Manhattan,03/27/2016 03:22:21 PM,03/29/2016 07:42:56 AM,40.79525244557968,-73.97320906036079
Structural-Other,,Brooklyn,03/29/2016 08:15:31 AM,03/29/2016 09:23:55 AM,,
Fire-3rd Alarm,601 W 151 Street,New York,03/26/2016 12:34:17 AM,03/29/2016 04:19:02 PM,40.83037627976266,-73.94802675714051
Fire-2nd Alarm,232 Metropolitan Avenue,Brooklyn,03/28/2016 10:58:50 PM,03/31/2016 12:06:32 AM,40.71512396566075,-73.95989436690341
Fire-4th Alarm,1893 Andrews Avenue South,Bronx,02/23/2016 02:34:24 AM,,40.853619997525115,-73.91388866087777
Fire-2nd Alarm,,Brooklyn,10/20/2016 01:30:45 AM,10/20/2016 06:06:52 AM,,
Fire-2nd Alarm,,Brooklyn,10/20/2016 02:49:53 AM,10/20/2016 09:52:40 PM,,
Utility-Water Main,75 Westend Avenue,Manhattan,10/20/2016 04:45:55 PM,10/20/2016 11:38:53 PM,,
Utility-Power Outage,,Brooklyn,04/21/2015 06:30:01 AM,04/21/2015 10:00:08 AM,,
Law Enforcement-Suspicious Package,170 East 121 Street,Manhattan,06/25/2015 05:30:08 PM,06/25/2015 09:23:52 PM,40.80142295725951,-73.93837295553212
Utility-Water Main,Broadway & Worth Street,Manhattan,01/04/2016 10:49:30 PM,01/05/2016 12:41:39 AM,40.71628091689407,-74.00453441753393
Utility-Power Outage,Schley Avenue & Vincent Avenue,Bronx,01/05/2016 05:08:39 AM,01/05/2016 08:47:21 AM,40.82691027333992,-73.81500818098218
Fire-Sensitive Location,109-18 34th avenue,queens,04/24/2016 07:36:15 PM,04/24/2016 08:28:37 PM,40.75641140023385,-73.8594638143952
Structural-Crane,137 Essex Street,Manhattan,04/25/2016 06:47:13 PM,04/25/2016 07:58:37 PM,40.7201943408613,-73.9873699856898
Fire-Brush,08 cedar grove avenue,staten island,04/25/2016 07:36:26 PM,04/25/2016 08:18:31 PM,40.564293565494076,-74.09779186791809
Structural-Evacuation,1232 Southern Blvd,Bronx,04/21/2016 06:45:15 AM,04/26/2016 10:26:11 AM,40.82931077959194,-73.89187438326842
Utility-Power Outage,,Brooklyn,05/04/2016 01:48:45 AM,05/04/2016 04:39:33 AM,,
Utility-Power Outage,,Staten Island,06/11/2015 06:03:04 PM,06/11/2015 06:34:04 PM,,
Fire-1st Alarm,550 1 Ave,Manhattan,08/06/2015 04:02:45 PM,08/15/2015 04:45:56 PM,,
Structural-Other,East 125 Street & Park Avenue,Manhattan,02/08/2016 09:31:34 PM,02/08/2016 11:47:26 PM,40.80505732636405,-73.93903422529588
Fire-Other,30 Park Place,Manhattan,02/09/2016 07:43:34 AM,02/09/2016 08:24:33 AM,40.712986965202745,-74.00868602851494
Structural-Collapse,1 Avenue & 42 Street,Brooklyn,06/01/2016 09:01:23 PM,06/13/2016 11:23:58 AM,40.65492347832229,-74.0144917452327
Structural-Crane,100 Norfolk Street,Manhattan,06/13/2016 02:10:29 PM,06/13/2016 03:54:58 PM,40.718775275561455,-73.98714659158789
Law Enforcement-Device,500 Oak Point Avenue,Bronx,06/13/2016 04:41:47 PM,06/13/2016 05:54:59 PM,40.808969232174064,-73.89437828267484
Structural-Construction Accident,28-10 Jackson avenue,queens,06/21/2016 09:43:08 AM,06/21/2016 09:52:49 AM,,
Fire-1st Alarm,,Brooklyn,06/19/2015 12:15:39 AM,06/21/2015 03:11:59 PM,,
Structural-Collapse,656 Myrtle Avenue,Brooklyn,09/03/2015 11:53:54 AM,09/04/2015 06:52:25 PM,40.694394703443024,-73.95766741740732
Fire-2nd Alarm,548 Driggs Avenue,Brooklyn,02/24/2016 07:35:48 AM,02/24/2016 11:46:00 AM,40.71718945553148,-73.95628213410347
HazMat-Chemical,741 8 Ave,Manhattan,02/24/2016 02:25:42 PM,02/24/2016 03:17:59 PM,40.759987793781185,-73.98779199440976
Fire-10-76 (Commercial High Rise Fire),205 West 39th Street,Manhattan,07/02/2016 09:58:47 PM,07/02/2016 11:39:05 PM,40.754352938514224,-73.98883614217512
Law Enforcement-Device,2115 East 26 Street,Brooklyn,07/03/2016 11:35:41 AM,07/03/2016 01:19:07 PM,40.599499683479785,-73.9455597221441
Utility-Sewer Service,711 7th avenue,Manhattan,07/03/2016 11:42:32 PM,07/04/2016 02:14:40 AM,40.75954273183929,-73.98437010316137
Law Enforcement-Other,300 w 110 street,Manhattan,07/04/2016 11:29:58 AM,07/04/2016 12:20:21 PM,40.80073760253734,-73.95866169088994
Law Enforcement-Other,67 Targee Street,Staten Island,06/20/2015 10:14:07 AM,06/20/2015 12:20:39 PM,40.62550846142082,-74.08340339881114
Marine-Other,,Manhattan,06/20/2015 03:51:59 PM,06/20/2015 04:10:08 PM,,
Structural-Bricks,1277 E 14 Street,Brooklyn,07/19/2015 05:48:06 PM,07/19/2015 06:07:10 PM,40.61848075055831,-73.96106186457862
Utility-Power Outage,Surf Avenue & Paige Avenue,Staten Island,07/19/2015 01:25:48 PM,07/19/2015 07:55:37 PM,,
HazMat-Chemical,,Brooklyn,07/22/2015 09:05:19 PM,,,
Fire-3rd Alarm,955 East 163 Street,Bronx,10/08/2015 08:19:32 PM,10/09/2015 12:05:11 AM,40.82100044492507,-73.8955803847508
Fire-2nd Alarm,985 East 163 Street,Bronx,10/09/2015 07:00:44 PM,10/09/2015 09:52:29 PM,40.820990879724675,-73.8941207430388
Utility-Water Main,Brighton 7th Street & Banner Avenue,Brooklyn,10/09/2015 03:01:41 AM,10/09/2015 11:27:20 PM,40.58317481448376,-73.96223809528642
Structural-Other,1000 Surf Avenue,Brooklyn,10/11/2015 03:17:50 PM,10/11/2015 03:25:02 PM,40.57543308119253,-73.97800567350316
Structural-Other,128 West 26th Street,Manhattan,06/26/2015 02:15:55 PM,06/26/2015 09:42:46 PM,40.74521596461736,-73.99241770176174
HazMat-Chemical,6700 Shore Road,Brooklyn,06/27/2015 11:57:57 AM,06/27/2015 01:11:11 PM,40.64179928416298,-74.03405484916502
Medical-Public Health,359 Kosciusko Street,Brooklyn,07/25/2015 04:17:56 AM,07/25/2015 05:51:25 PM,40.6918592711117,-73.94068470922255
Structural-Crane,Roosevelt Avenue & College Point Boulevard,Queens,07/25/2015 01:34:37 PM,07/26/2015 11:11:18 AM,40.75812384756908,-73.83438077297599
Fire-1st Alarm,,Brooklyn,10/14/2015 11:10:01 PM,10/15/2015 12:21:38 AM,,
Fire-Other,319 Schermerhorn St,Brooklyn,10/14/2015 03:36:39 PM,10/15/2015 03:19:50 AM,40.68725637828259,-73.98157094635746
Structural-Confined Space,341 5 Avenue,Manhattan,10/15/2015 03:05:15 PM,10/15/2015 03:59:52 PM,40.74802309596698,-73.98484920068442
Structural-Scaffold,1041 Prospect Avenue,Bronx,10/15/2015 05:15:14 PM,10/15/2015 08:35:29 PM,40.82474225832134,-73.89952737044253
Law Enforcement-Device,221 Bowery,Manhattan,03/21/2016 02:35:17 PM,03/21/2016 03:03:35 PM,40.72190757481421,-73.99341606152818
Fire-6th Alarm,228 Benziger Avenue,Staten Island,08/18/2016 06:27:22 PM,,40.63941196078937,-74.08558628724334
Structural-Partial Collapse,201 Halsey Street,Brooklyn,08/06/2016 10:11:36 PM,,40.68235085995056,-73.94516398462531
